INSTITUCION;COD_IPRESS;NOMBRE;CLASIFICACION;TIPO_ESTABLECIMIENTO;DEPARTAMENTO;PROVINCIA;DISTRITO;UBIGEO;DIRECCION;CO_DISA;COD_RED;COD_MICRORRED;DISA;RED;MICRORED;COD_UE;UNIDAD_EJECUTORA;CATEGORIA;TELEFONO;HORARIO;INICIO_ACTIVIDAD;ESTADO;NORTE;ESTE;IMAGEN_1;FE_ACT_IMAGEN_1;IMAGEN_2;FE_ACT_IMAGEN_2;IMAGEN_3;FE_ACT_IMAGEN_3
GOBIERNO REGIONAL;24337;PIAS LAGO TITICACA I;CONSULTORIOS MEDICOS Y DE OTROS PROFESIONALES DE LA SALUD;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;MUELLE DEL LAGO TITICACA;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;914;SALUD PUNO - LAMPA;I-3;979242355;8:00 - 18:00;1/09/2017;ACTIVO;-15.83537325;-70.01481556;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20171019102350.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20171019102746.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20171019102629.jpg;
GOBIERNO REGIONAL;3263;PUERTO PUNO;PUESTOS DE SALUD O POSTAS DE SALUD;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;PUERTO PUNO;29;150;967;PUNO;PUNO;METROPOLITANO;919;SALUD PUNO;I-2;051 - 353052;7:00 - 19:00;22/12/1996;ACTIVO;-15.83569;-70.01544667;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=Fotografia_3263_29378523_1435158291680.png;24/06/2015 00:00;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=Fotografia_3263_29378523_1435158375446.png;24/06/2015 00:00;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=Fotografia_3263_29378523_1435158398403.png;24/06/2015 00:00
PRIVADO;24482;CENTRO ODONTOLOGICO VITALY;CENTRO ODONTOLOGICO;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;OQUENDO;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-2;(51)367203;9:00 - 21:00;5/01/2017;ACTIVO;;;;;;;;
PRIVADO;29819;CONSULTORIO DE MEDICINA NATURAL AZTOR;CENTROS DE MEDICINA ALTERNATIVA;SERVICIO MÉDICO DE APOYO;PUNO;PUNO;PUNO;210101;PILCUYO;29;;;PUNO;;;;;0;986228291;08:00 hrs - 14:00 hr;28/06/2021;ACTIVO;-15.8456556;-70.0188388;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20210628194612.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20210628194619.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20210628194624.jpg;
PRIVADO;12212;CENTRO MEDICO ARCANGEL PUNO1;CENTROS DE SALUD O CENTROS MEDICOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;AVENIDA LAYKAKOTA NO 141;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;*438034;9 :00 - 20:00;15/03/2011;CIERRE TEMPORAL DE OFICIO;;;;;;;;
PRIVADO;12211;POLICLINICO VIRGEN DE COPACABANA - PERU E.I.R.L.;POLICLINICOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;JR. HUANCANE Nº 308;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-2;051-354814;8:00 - 15:00;1/08/2011;CIERRE TEMPORAL DE OFICIO;;;;;;;;
PRIVADO;21662;CENTRO ODONTOLOGICO Y SERVICIOS MULTIPLES ODONTOLIFE SOCIEDAD ANONIMA CERRADA;CENTRO ODONTOLOGICO;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;URB. APROVI I-6;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-1;051355805/949625630;8:00 AM - 8:00 PM;23/11/2015;CIERRE TEMPORAL DE OFICIO;;;;;;;;
PRIVADO;19327;CONSULTORIO DE MEDICINA NATURAL E INTEGRATIVA ALLIN HAMPII;CONSULTORIOS MEDICOS Y DE OTROS PROFESIONALES DE LA SALUD;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;JR. RAMIS 360;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;951647662;9:00-19:00;1/08/2014;CIERRE TEMPORAL DE OFICIO;;;;;;;;
PRIVADO;25697;FISIOVASC EIRL.;REHABILITACION;SERVICIO MÉDICO DE APOYO;PUNO;PUNO;PUNO;210101;JOSE CARLOS MARIATEGUI;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;979982234;8:00 - 18:00;5/09/2018;ACTIVO;-15.83307667;-70.02178394;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20180829081328.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20180829081336.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20180829081339.jpg;
PRIVADO;10043;CHARISMA NISSI;CENTRO ODONTOLOGICO;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;JR. TACNA Nº 121;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-1;051-364947;10:00 - 20:00;8/11/2007;ACTIVO;-15.83751241;-70.0259816;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20181019165830.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20181019165354.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20181019165455.jpg;
INPE;18948;ESTABLECIMIENTO DE SALUD DIVINO NIÑO JESUS DEL EP-PUNO;PUESTOS DE SALUD O POSTAS DE SALUD;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;AV TIQUILLACA KM 5 S/N;29;;0;PUNO;;NO PERTENECE A NINGUNA MICRORED;;;I-2;013214071, Anexo7338;24  HORAS;6/06/1992;ACTIVO;-15.8194556;-70.0387607;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20231128162511.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20231128162515.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20231128162519.jpg;
PRIVADO;18949;VIRGEN DE LA CANDELARIA;CENTRO ODONTOLOGICO;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;JR. TACNA 965 - B;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;950874662;8:30 - 21:00;1/07/2014;ACTIVO;;;;;;;;
PRIVADO;19055;SERVI MEDIC;DIAGNOSTICO POR IMAGENES,ATENCION DOMICILIARIA;SERVICIO MÉDICO DE APOYO;PUNO;PUNO;PUNO;210101;AV. ALEJANDRO PERALTA 205 - A;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;957600250;8:00 - 18:00;25/08/2014;ACTIVO;;;;;;;;
GOBIERNO REGIONAL;14257;LABORATORIO DE REFERENCIA REGIONAL DE SALUD PUBLICA - DIRESA PUNO;PATOLOGIA CLINICA,ANATOMIA PATOLOGICA;SERVICIO MÉDICO DE APOYO;PUNO;PUNO;PUNO;210101;JR. JOSE ANTONIO ENCINAS Nª 145;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;914;SALUD PUNO - LAMPA;0;951636130;8:00 - 16:00;23/09/1995;ACTIVO;-15.84384162;-70.02189806;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20250902151024.jpeg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20250902151030.jpeg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20250902151036.jpeg;
PRIVADO;21903;CENTRO MEDICO CORDOBA EIRL;CENTROS DE SALUD O CENTROS MEDICOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;JR. HUANCANE N° 421;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-3;051-366876;8.00 - 19.00;9/10/1997;ACTIVO;-15.8402218;-70.0218805;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20211014180446.jpeg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20211014180451.jpeg;;;
GOBIERNO REGIONAL;3258;HUERTA HUARAYA;PUESTOS DE SALUD O POSTAS DE SALUD;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;COMUNIDAD HUERTA HUARAYA;29;150;968;PUNO;PUNO;JOSE ANTONIO ENCINAS;919;SALUD PUNO;I-1;980726407;7:00 - 19:00;20/12/1993;ACTIVO;-15.8215438;-70.0339387;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20170905114630.JPG;;;;;
PRIVADO;15649;SERVICIO MEDICO BEDNA NIÑO JESUS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;CENTROS DE SALUD O CENTROS MEDICOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;JIRON AREQUIPA Nº  845-A;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;951680470;8:00 - 15:00;20/01/2013;CIERRE TEMPORAL DE OFICIO;;;;;;;;
PRIVADO;19106;CLINICA DENTAL ORAL CENTER;CENTRO ODONTOLOGICO;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;ESQUINA JR. LAMPA CON AV. SIMON BOLIVAR;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;995858616;8:00A.M. A 20:00P.M.;27/03/2013;CIERRE TEMPORAL DE OFICIO;;;;;;;;
PRIVADO;24580;CENTRO DE SERVICIOS MEDICOS SAN ANTONIO DE PADUA SAC;POLICLINICOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;AREQUIPA;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-3;051-209844;8:00 - 18:00;6/03/2017;CIERRE TEMPORAL DE OFICIO;;;;;;;;
PRIVADO;9432;MEDILAB;PATOLOGIA CLINICA;SERVICIO MÉDICO DE APOYO;PUNO;PUNO;PUNO;210101;JIRON LIMA 181 - TERCER PISO CERCADO PUNO;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;051-355566;7.30 -19.00;10/06/2000;ACTIVO;-15.8390048;-70.0280446;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20181005150503.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20181005150524.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20181005151530.jpg;
PRIVADO;24606;"Consultorio Odontologico ""SolDent""";CENTRO ODONTOLOGICO;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;Tacna;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-1;934108552;9:00 - 20:00;19/10/2016;ACTIVO;;;;;;;;
PRIVADO;9685;CLINICA PUNO;HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA;ESTABLECIMIENTO DE SALUD CON INTERNAMIENTO;PUNO;PUNO;PUNO;210101;JR RAMON CASTILLA 178 URB SAN VICENTE DE PAUL;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;II-1;51209467;6:00 am - 09:00 pm;27/04/2001;ACTIVO;-15.84138038;-70.02235525;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20170912131623.jpg;;;;;
GOBIERNO REGIONAL;3264;SALCEDO;PUESTOS DE SALUD O POSTAS DE SALUD;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;RINCONADA SALCEDO MANZANA C LOTE 23;29;150;969;PUNO;PUNO;SIMON BOLIVAR;919;SALUD PUNO;I-2;980726288;7:00 - 19:00;27/08/1996;ACTIVO;-15.88670333;-70.00377667;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=Fotografia_3264_29378523_1435164564539.png;24/06/2015 00:00;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=Fotografia_3264_29378523_1435164663694.png;24/06/2015 00:00;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=Fotografia_3264_29378523_1435164701304.png;24/06/2015 00:00
PRIVADO;28741;POLICLINICO OXIMEDIC HEALTH S.A.C.;POLICLINICOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;LIMA;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-3;998969663;07:00-23:00;16/04/2021;ACTIVO;-15.8434424;-70.0275493;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20240405094713.jpeg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20240405094723.jpeg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20240405094728.jpeg;
GOBIERNO REGIONAL;3253;CHEJOÑA;PUESTOS DE SALUD O POSTAS DE SALUD;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;JR. SIDERAL S/N CHEJOÑA;29;150;969;PUNO;PUNO;SIMON BOLIVAR;919;SALUD PUNO;I-3;051-369368;7:00 - 19:00;2/05/1986;ACTIVO;-15.863885;-70.00088667;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=Fotografia_3253_29378523_1434634011792.png;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=Fotografia_3253_29378523_1434634268789.png;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=Fotografia_3253_29378523_1434634305870.png;
PRIVADO;29851;CENTRO MEDICO CORDOVA;CENTROS DE SALUD O CENTROS MEDICOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;AREQUIPA N° 827;;;;;;;;;I-3;953704100;8:00 - 20:00;16/11/2020;CIERRE TEMPORAL DE OFICIO;-15.84141763;-70.02658219;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20210314133402.jpeg;;;;;
PRIVADO;21035;CENTRO MEDICO PRO MUJER INC PUNO;CENTROS DE SALUD O CENTROS MEDICOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;AVENIDA EL SOL 185 BELLAVISTA;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;051- 599120;9:00 - 18:00;21/05/2013;CIERRE TEMPORAL DE OFICIO;;;;;;;;
PRIVADO;17966;MEDICAL HEALTH HOME  PUNO;CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO;ESTABLECIMIENTO DE SALUD CON INTERNAMIENTO;PUNO;PUNO;PUNO;210101;JIRÓN LIBERTAD N°739;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;984883008;08.00 - 18:00 HORAS/;15/11/2011;ACTIVO;;;;;;;;
PRIVADO;19143;CENTRO MEDICO CARLOS BARRIQUELO E.I.R.L.;CONSULTORIOS MEDICOS Y DE OTROS PROFESIONALES DE LA SALUD;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;JIRON LIMA 1023;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-3;971504012;8:00 - 18:00;25/07/2014;ACTIVO;-15.84359772;-70.02673544;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20180220095543.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20180220105332.jpg;;;
PRIVADO;18254;CENTRO ODONTOLOGICO PARI'S;CENTRO ODONTOLOGICO;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;JR. TACNA 969;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;949224700;9:00 - 20:00;15/03/2014;ACTIVO;-15.8444586;-70.0225448;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20180921120454.JPG;;;;;
PRIVADO;19366;S.O.S. FISIOTERAPIA E.I.R.L.;CONSULTORIOS MEDICOS Y DE OTROS PROFESIONALES DE LA SALUD;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;AVENIDA LAYKAKOTA 178 TERCER PISO;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;051-603909 / 950399821;"9:30-13:00;16:30-20:";1/09/2014;CIERRE TEMPORAL DE OFICIO;;;;;;;;
PRIVADO;20705;ÓPTICA MEGALUZ;CENTROS DE SALUD O CENTROS MEDICOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;JR. AREQUIPA N° 522;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;957690681;9:00 - 8:00;7/01/2014;CIERRE TEMPORAL DE OFICIO;;;;;;;;
GOBIERNO REGIONAL;7275;METROPOLITANO PUNO;CENTROS DE SALUD O CENTROS MEDICOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;AV. EL SOL Nº 1022;29;150;967;PUNO;PUNO;METROPOLITANO;919;SALUD PUNO;I-3;998999805;7:00 - 19:00;10/04/2008;ACTIVO;-15.84342833;-70.02131167;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=Fotografia_7275_29378523_1434391518530.png;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=Fotografia_7275_29378523_1434391641021.png;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=Fotografia_7275_29378523_1434391680286.png;
PRIVADO;24004;CENTRO MEDICO SR. DE HUANCA PUNO EIRL;CENTROS DE SALUD O CENTROS MEDICOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;AREQUIPA;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-3;(051) 638691;8 : 00  -  18: 00;1/12/2016;ACTIVO;-15.84198676;-70.0262981;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20180922115733.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20180605095552.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20180922115824.jpg;
PRIVADO;19515;SERVIMEDIC SUR MAX E.I.R.L.;DIAGNOSTICO POR IMAGENES,CENTROS OPTICOS;SERVICIO MÉDICO DE APOYO;PUNO;PUNO;PUNO;210101;JR ALEJANDRO PERALTA 205 -A;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;957600250;24 HORAS;28/12/2014;ACTIVO;;;;;;;;
PRIVADO;19364;LABORATORIO DE ANALISIS CLINICO;CONSULTORIOS MEDICOS Y DE OTROS PROFESIONALES DE LA SALUD;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;JR. RICARDO PALMA Nº147;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;996003547;8:00 - 18:00;1/11/2014;ACTIVO;;;;;;;;
PRIVADO;19587;"CLINICA DENTAL ""GIA""";CENTRO ODONTOLOGICO;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;AV. EL SOL NRO. 473 BARRIO PORTEÑO (SEGUNDO PISO FRENTE CIA DE BOMBEROS);29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;955933336;9:00 - 20:00;12/01/2015;ACTIVO;;;;;;;;
PRIVADO;19524;POLICLINICO INNOVA MEDIC S.A.C.;POLICLINICOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;JR: 4 DE NOVIEMBRE N° 333;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-3;995741148;8:00 - 18:00;9/12/2014;CIERRE TEMPORAL DE OFICIO;-15.85341816;-70.01680321;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20180311174503.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20171227172450.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20171227172455.jpg;
PRIVADO;9686;CENTRO MEDICO LOS PINOS E.I.R.L.;CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO;ESTABLECIMIENTO DE SALUD CON INTERNAMIENTO;PUNO;PUNO;PUNO;210101;PASAJE LOS ALAMOS B-2 URBANIZACIÓN LOS PINOS;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-4;051-351071;00:00 - 24:00 ;1/12/1983;ACTIVO;-15.8485148;-70.01783241;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20180807165907.jpg;;;;;
ESSALUD;25544;HOSPITAL I CLINICA UNIVERSITARIA;HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA;ESTABLECIMIENTO DE SALUD CON INTERNAMIENTO;PUNO;PUNO;PUNO;210101;PANAMERICANA SUR;;0;;;NO PERTENECE A NINGUNA RED;;;;II-E;051-367240;7:00 - 7:00;22/09/2000;BAJA PROVISIONAL;-15.8174238;-70.0098388;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20211006094126.jpg;;;;;
GOBIERNO REGIONAL;3259;ICHU;PUESTOS DE SALUD O POSTAS DE SALUD;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;CARRETERA PANAMERICANA SUR KM. 12.5;29;150;969;PUNO;PUNO;SIMON BOLIVAR;919;SALUD PUNO;I-2;950814729;07:00 - 19:00;1/05/1986;ACTIVO;-15.87542667;-69.92810833;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=Fotografia_3259_29378523_1435166561562.png;24/06/2015 12:22;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=Fotografia_3259_29378523_1435166601703.png;24/06/2015 12:23;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=Fotografia_3259_29378523_1435166637282.png;24/06/2015 12:23
PRIVADO;26350;CONSULTORIO OBSTETRICO SANTA ROSA;CONSULTORIOS MEDICOS Y DE OTROS PROFESIONALES DE LA SALUD;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;TACNA;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-1;951680290;8.00 - 18.00;17/04/2001;ACTIVO;;;;;;;;
PRIVADO;11674;LABORATORIO CLINICO DANIEL ALCIDES CARRION;PATOLOGIA CLINICA;SERVICIO MÉDICO DE APOYO;PUNO;PUNO;PUNO;210101;JR. TACNA Nº 866;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;051-951745295;7:00 - 19.00;20/09/1997;ACTIVO;;;;;;;;
SANIDAD DE LA MARINA DE GUERRA DEL PERU;10713;"BAP ""PUNO"" ABH-306";CENTROS DE SALUD O CENTROS MEDICOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;MUELLE PERU RAIL-LADO NORTE;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;951-813572  NUMERAL RPM 610516;8:00 - 17:00;17/03/1976;BAJA DEFINITIVA;;;;;;;;
PRIVADO;24642;MARIA EUGENIA MENDIGURI GONGORA;PATOLOGIA CLINICA;SERVICIO MÉDICO DE APOYO;PUNO;PUNO;PUNO;210101;RAMON CASTILLA;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;951667705;7:30 - 19:30;1/08/2004;ACTIVO;-15.84150681;-70.02241694;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20171015194828.jpg;;;;;
